household_id,id,country,region,area,community,dataset,d_seagrass,d_coral,d_mangrove,seagrass_10km,coral_10km,mangrove_10km,seagrass_coral_10km,regional_hdi,country_hdi,poverty,families_n,men_n,women_n,adults,children_n,people_total,first_adult,subsequent_adults,children,OECD-modified scale,not_working,retired,dependents_n,aquaculture,builder,carpenter,civil_servant,driver,farmer,middleman,fishing,tourism,landlord,manufacturing,mining,misc,religious,trade,admin,teaching,ocupational_multiplicity,multiplicity,non_fishing_livilihoods,own_fishing_vessel,fishing_vessel_n,fishing_vessel_type,own_motorboat,own_traditional_boat,own_fishing_gear,fishing_gear_n,fishing_gear_capital,fishing_gear_type,no_gear,static,traps,motile,basic,fishing_capital,direct_benefit,income_benefit,food_benefit,benefits,0_benefit,currency,PPP,year,inflation,annual_household_income,household_income_inflation,USD_income,2024_income_USD,international_dollars,dollar_day,adj_income,adj_income_24,adj_dollar_day_24,poverty_line,collect_fish,collect_octopus,collect_shark,collect_sea_cucumber,collect_inverts,collect_marine_resources,seaweed_farmer,fish_seagrass,seagrass_only,fish_other_n,fish_coral,coral_only,fish_mangrove,fish_other,fish_seagrass_coral,fish_seagrass_mangrove,habitats_n,prefered_habitat,why_habitat,fish_week,diet_diversity_adj,diet_diversity_weekly,cereals,roots and tubers,milk,fruit,vegetables,nuts_seeds,fish,meat,eggs
HS_ID_bajauwakatobi_20,20,Indonesia,Wakatobi,Kaledupa,Horuo Bajo,BajauWakatobi,0.05,0.094,3.27,1,1,1,2,0.685,0.718,3.6,2,3,2,5,1,6,1,2,0.3,3.3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1.666666667,2,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,538.72,638.17,1.75,2.15,1,0,1,1,1,4,1,1,0,2,1,0,1,0,1,1,3,coral reef,Empty,4,9,8,1,0,0,1,1,0,0,0,0
HS_ID_bajauwakatobi_22,22,Indonesia,Wakatobi,Tomia,Lamanggau,BajauWakatobi,0.087,0.315,0.915,1,1,1,2,0.685,0.718,3.6,3,4,3,7,1,8,1,3,0.3,4.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,413.44,489.76,1.34,2.15,1,1,0,0,1,3,0,1,0,1,1,0,0,0,1,0,2,coral reef,Empty,4,8,8,1,1,0,0,1,0,0,0,0
HS_ID_bajauwakatobi_23,23,Indonesia,Wakatobi,Tomia,Lamanggau,BajauWakatobi,0.087,0.315,0.915,1,1,1,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,"Traditiol Boat, Motorboat",1,1,0,0,0,,1,0,0,0,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,846.56,1002.84,2.75,2.15,1,1,0,1,1,4,0,0,0,2,1,0,0,1,0,0,2,deep water,Empty,4,8,8,1,1,0,0,1,0,0,0,0
HS_ID_bajauwakatobi_24,24,Indonesia,Wakatobi,Tomia,Lamanggau,BajauWakatobi,0.087,0.315,0.915,1,1,1,2,0.685,0.718,3.6,2,2,2,4,2,6,1,1.5,0.6,3.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,2,"Traditiol Boat, Motorboat",1,1,1,1,1,Fishing net,0,0,0,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,573.48,679.34,1.86,2.15,1,1,1,0,1,4,0,1,0,1,1,0,0,0,1,0,2,coral reef,Empty,6,9,8,1,1,0,0,1,0,0,0,0
HS_ID_kaledupa_10,10,Indonesia,Wakatobi,Kaledupa,Ambeua,Kaledupa,0.2,0.749,0.414,1,1,1,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,0.4,4,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,740.74,877.49,2.40,2.15,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,8,7,1,1,0,1,1,0,0,0,0
HS_ID_selayar_70,70,Indonesia,Selayar,Selayar,Appatah,Selayar,0.123,0.972,11.4,1,1,0,2,0.66,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,Fishing Rod,0,0,0,0,1,0,1,0,1,Food security,0,IDR,"15,612.80",2015,1.33,18000000,23940000,1333.33,1773.3289,1533.357245,3.65,634.92,730.17,2.00,2.15,1,1,0,1,1,4,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,9,9,1,1,0,1,1,1,0,0,0
HS_ID_kaledupa_114,114,Indonesia,Wakatobi,Kaledupa,Waduri,Kaledupa,0.125,1.61,0.193,1,1,1,2,0.685,0.718,3.6,1,1,1,2,4,6,1,0.5,1.2,2.7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,493.83,584.99,1.60,2.15,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,seagrass,Reliability,7,6,6,1,1,0,0,1,0,0,0,0
HS_ID_kaledupa_18,18,Indonesia,Wakatobi,Kaledupa,Lagiwae,Kaledupa,0.078,0.512,0.1,1,1,1,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,3,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,Food security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,740.74,877.49,2.40,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,7,7,1,1,0,1,1,0,0,0,0
HS_ID_kaledupa_189,189,Indonesia,Wakatobi,Kaledupa,Langge,Kaledupa,0.186,1.6,0.099,1,1,1,2,0.685,0.718,3.6,1,1,1,2,4,6,1,0.5,1.2,2.7,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,1,1,1,Fish fence,0,1,0,0,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,658.44,779.99,2.14,2.15,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_19,19,Indonesia,Wakatobi,Kaledupa,Lagiwae,Kaledupa,0.078,0.512,0.1,1,1,1,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,846.56,1002.84,2.75,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,5,5,1,0,0,1,1,1,0,0,0
HS_ID_kaledupa_2,2,Indonesia,Wakatobi,Kaledupa,Ambeua,Kaledupa,0.2,0.749,0.414,1,1,1,2,0.685,0.718,3.6,1,1,1,2,4,6,1,0.5,1.2,2.7,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,658.44,779.99,2.14,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,4,6,5,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_121,121,Indonesia,Wakatobi,Kaledupa,Lentea,Kaledupa,0.135,3.56,1.48,1,1,1,2,0.685,0.718,3.6,1,1,1,2,0,2,1,0.5,0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,Motorboat,1,0,1,3,3,"Fishing net, Fish Trap, Fish fence",0,1,1,1,0,4,1,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,888.89,1052.98,2.88,2.15,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,5,5,1,0,1,1,1,0,0,0,0
HS_ID_kaledupa_35,35,Indonesia,Wakatobi,Kaledupa,Tampara,Kaledupa,0.975,1.99,0.58,1,1,1,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,740.74,877.49,2.40,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Suitability,7,7,7,1,1,0,1,1,0,0,0,0
HS_ID_kaledupa_6,6,Indonesia,Wakatobi,Kaledupa,Ambeua,Kaledupa,0.2,0.749,0.414,1,1,1,2,0.685,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,0,0,Food security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,987.66,1169.98,3.21,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Reliability,6,8,7,1,0,0,0,1,0,0,0,0
HS_ID_kaledupa_60,60,Indonesia,Wakatobi,Kaledupa,Tanjung,Kaledupa,1.05,3.09,0.316,1,1,1,2,0.685,0.718,3.6,1,2,2,4,2,6,1,1.5,0.6,3.1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,Food security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,573.48,679.34,1.86,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Suitability,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_7,7,Indonesia,Wakatobi,Kaledupa,Ambeua,Kaledupa,0.2,0.749,0.414,1,1,1,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,Food security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,846.56,1002.84,2.75,2.15,0,0,0,1,1,2,0,1,0,1,0,0,0,1,0,0,2,seagrass,Suitability,7,7,6,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_9,9,Indonesia,Wakatobi,Kaledupa,Ambeua,Kaledupa,0.2,0.749,0.414,1,1,1,2,0.685,0.718,3.6,1,1,1,2,4,6,1,0.5,1.2,2.7,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,658.44,779.99,2.14,2.15,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,seagrass,Suitability,7,7,7,0,1,1,1,1,1,0,0,0
HS_ID_kaledupa_130,130,Indonesia,Wakatobi,Kaledupa,Darawa,Kaledupa,0.17,3.46,1.05,1,1,1,2,0.685,0.718,3.6,1,0,1,1,2,3,1,0,0.6,1.6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,1,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,833.33,987.17,2.70,2.15,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,6,6,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_97,97,Indonesia,Wakatobi,Kaledupa,Sombano,Kaledupa,0.11,1.16,2.33,1,1,1,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,Food security,0,IDR,"15,612.80",2012,1.37,24000000,32880000,1777.78,2435.5586,2105.964337,4.87,740.74,877.49,2.40,2.15,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,seagrass,Climate change,7,6,6,1,0,0,1,1,0,0,0,0
HS_ID_kaledupa_131,131,Indonesia,Wakatobi,Kaledupa,Darawa,Kaledupa,0.17,3.46,1.05,1,1,1,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,Motorboat,1,0,1,3,3,"Fishing net, Fish Trap, Fish fence",0,1,1,1,0,4,1,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,634.92,752.13,2.06,2.15,1,1,0,0,1,3,0,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,5,5,1,0,0,0,1,0,0,0,0
HS_KH_kampot_11,11,Cambodia,Kampot,Teouk Chhou District,Trapeing Sankae,Kampot,3.4,20.2,3.23,1,0,1,1,0.585,0.594,37.2,1,4,1,5,3,8,1,2,0.9,3.9,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,1,1,Motorboat,1,0,1,2,2,"Fish Trap, Benthic net",0,0,1,1,0,3,1,1,1,Food & livelihood security,0,USD,"5,624.10",2017,1.28,9956073.542,12743774.13,2439.02,3121.9456,2265.92,6.68,625.39,581.01,1.59,2.15,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,mangrove,Reliability,7,6,6,1,0,0,0,1,0,0,0,0
HS_KH_kampot_27,27,Cambodia,Kampot,Teouk Chhou District,Kampong Kes,Kampot,3.1,20.1,2.91,1,0,1,1,0.585,0.594,37.2,1,3,3,6,2,8,1,2.5,0.6,4.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,1,1,Traditiol Boat,0,1,1,1,0,Push Net,0,0,0,0,1,1,1,1,1,Food & livelihood security,0,USD,"5,624.10",2017,1.28,9956073.542,12743774.13,2439.02,3121.9456,2265.92,6.68,594.88,552.66,1.51,2.15,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,6,6,6,1,0,0,0,1,0,0,0,0
HS_ID_kaledupa_184,184,Indonesia,Wakatobi,Kaledupa,Lewuto,Kaledupa,0.642,1.59,0.198,1,1,1,2,0.685,0.718,3.6,1,1,1,2,4,6,1,0.5,1.2,2.7,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,493.83,584.99,1.60,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,6,6,1,1,0,0,1,0,0,0,0
HS_KH_kampot_2,2,Cambodia,Kampot,Teouk Chhou District,Preaek Tot,Kampot,0.027,0.819,0.905,1,1,1,2,0.585,0.594,37.2,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Traditiol Boat,0,1,1,1,1,Crab trap,0,0,1,0,0,2,1,1,1,Food & livelihood security,0,USD,"5,624.10",2017,1.28,10204993.75,13062392,2500,3200,2322.57,6.85,1041.67,967.74,2.65,2.15,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,7,8,8,1,0,0,1,1,0,0,0,0
HS_TZ_zanzibar_100,100,Tanzania,Zanzibar,Unguja North,Nungwi,Zanzibar,0.351,0.904,6.84,1,1,1,2,0.56,0.529,55.4,3,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,Food & livelihood security,0,TZS,"3,972.60",2017,1.28,7500000,9600000,3298.15,4221.632,2416.553391,9.04,1832.31,1342.53,3.68,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Reliability,2,7,7,1,1,0,0,1,0,0,0,0
HS_ID_kaledupa_199,199,Indonesia,Wakatobi,Kaledupa,Tanomeha,Kaledupa,0.62,2.51,0.498,1,1,1,2,0.685,0.718,3.6,1,1,1,2,5,7,1,0.5,1.5,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,"Traditiol Boat, Motorboat",1,1,0,0,0,,1,0,0,0,0,2,0,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,444.44,526.49,1.44,2.15,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,seagrass,Empty,7,6,6,1,1,0,0,1,0,0,0,0
HS_ID_kaledupa_201,201,Indonesia,Wakatobi,Kaledupa,Kalimas,Kaledupa,0.741,1.93,0.365,1,1,1,2,0.685,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,740.74,877.49,2.40,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,3,3,1,1,0,0,1,0,0,0,0
HS_ID_binongko_22,22,Indonesia,Wakatobi,Binongko,Palahidu barat,Binongko,0.05,0.161,40,1,1,0,2,0.685,0.718,3.6,1,3,3,6,4,6,1,2.5,1.2,4.7,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,Motorboat,1,0,1,2,2,"Fishing net, Fish Trap",0,0,1,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,472.81,543.74,1.49,2.15,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,7,3,3,1,1,0,1,1,0,0,0,0
HS_ID_binongko_30,30,Indonesia,Wakatobi,Binongko,Kampo-Kampo,Binongko,0.198,0.488,74.3,1,1,0,2,0.685,0.718,3.6,1,4,1,5,3,5,1,2,0.9,3.9,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1.666666667,2,1,2,"Traditiol Boat, Motorboat",1,1,1,1,1,Fishing net,0,0,0,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,569.80,655.28,1.80,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,,,,1,1,0,1,1,0,0,0,0
HS_ID_kaledupa_222,222,Indonesia,Wakatobi,Kaledupa,Lau-Lua,Kaledupa,0.668,168,0.351,1,0,1,1,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,Traditiol Boat,0,1,1,1,1,Fish fence,0,1,0,0,0,2,1,0,1,Food security,0,IDR,"15,612.80",2012,1.37,18000000,24660000,1333.33,1826.6621,1579.473253,3.65,555.55,658.11,1.80,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_selayar_122,122,Indonesia,Selayar,Selayar,Laiyolo,Selayar,0.607,1.15,0.353,1,1,1,2,0.66,0.718,3.6,1,1,1,2,1,2,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,5,"Traditiol Boat, Motorboat",1,1,1,2,1,"Fish Net, Fishing Rod",0,0,0,1,1,6,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,1234.57,1419.78,3.89,2.15,1,1,0,1,0,3,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,7,8,8,1,1,1,1,1,0,0,0,0
HS_KH_daemthkov_1,1,Cambodia,Sihanoukville,Koh Rong Archipelago,Daem Thkov,DaemThkov,1.01,0.431,1.56,1,1,1,2,0.585,0.594,37.2,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,Traditiol Boat,0,1,1,1,1,Fish Trap,0,0,1,0,0,2,1,0,1,Food security,0,USD,"5,624.10",2016,1.31,7347595.5,9625350.105,1800,2358,1711.45,4.93,1000.00,950.80,2.60,2.15,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,deep water,Empty,6,7,7,1,1,0,1,1,0,0,0,0
HS_ID_selayar_6,6,Indonesia,Selayar,Selayar,Bontosunggu,Selayar,2.58,4.21,2.24,1,1,1,2,0.66,0.718,3.6,1,1,1,2,5,7,1,0.5,1.5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,Motorboat,1,0,1,1,1,Fish Trap,0,0,1,0,0,2,1,0,1,Food security,0,IDR,"15,612.80",2015,1.33,21600000,28728000,1600,2128,1840.028694,4.38,533.33,613.34,1.68,2.15,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,seagrass,Empty,7,4,3,1,1,0,1,1,0,0,0,0
HS_KH_kampot_1,1,Cambodia,Kampot,Teouk Chhou District,Preaek Tot,Kampot,0.027,0.819,0.905,1,1,1,2,0.585,0.594,37.2,2,3,2,5,1,6,1,2,0.3,3.3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,1,0,1,Food security,0,USD,"5,624.10",2017,1.28,8163995,10449913.6,2000,2560,1858.06,5.48,606.06,563.05,1.54,2.15,1,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,seagrass,Accessability,6,6,5,1,0,0,0,1,0,0,0,0
HS_ID_tomia_41,41,Indonesia,Wakatobi,Tomia,Bahari,Tomia,0.162,0.577,26.7,1,1,0,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0.666666667,2,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,0,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,1058.20,1216.95,3.33,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_tomia_45,45,Indonesia,Wakatobi,Tomia,Bahari,Tomia,0.162,0.577,26.7,1,1,0,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,1058.20,1216.95,3.33,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,7,4,4,1,1,1,1,1,0,0,0,0
HS_ID_tomia_7,7,Indonesia,Wakatobi,Tomia,Kahianga,Tomia,2.77,2.91,24.2,1,1,0,2,0.685,0.718,3.6,1,1,1,2,0,2,1,0.5,0,1.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Traditiol Boat,0,1,1,2,2,"Fishing net, Lift Net",0,1,0,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,1481.48,1703.73,4.67,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Reliability,7,7,6,1,0,0,0,1,0,0,0,0
HS_ID_wangiwangi_31,31,Indonesia,Wakatobi,Wangiwangi,Waetuno,WangiWangi,0.34,0.951,5.78,1,1,1,2,0.685,0.718,3.6,2,2,2,4,3,7,1,1.5,0.9,3.4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,30000000,39900000,2222.22,2955.5526,2555.595409,6.09,653.59,751.65,2.06,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,deep water,Reliability,7,6,6,1,1,0,0,1,0,0,0,0
HS_ID_bajauwakatobi_25,25,Indonesia,Wakatobi,Tomia,Lamanggau,BajauWakatobi,0.087,0.315,0.915,1,1,1,2,0.685,0.718,3.6,2,2,3,5,2,7,1,2,0.6,3.6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,2,"Traditiol Boat, Motorboat",1,1,1,1,1,Fishing net,0,0,0,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2012,1.37,30000000,41100000,2222.22,3044.4414,2632.455421,6.09,617.28,731.24,2.00,2.15,1,0,0,1,1,3,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,6,9,8,1,1,0,1,1,0,0,0,0
